Unnamed: 0,content,stars,title,status
154,我覺得很棒       看到自己喜歡的電影評價這麼差       真令人難過        好看難看都是個人的感覺       沒有對錯可言      只希望之後它的評價能夠上昇一些    多一些知音來支持這部片,5,奧創紀元,good
155,"其實我不太知道好看跟難看的界線到底在哪裡,好與不好是非常主觀的，不過我個人看電影這麼多年,我是認為我看了覺得開心,那這就是一部好電影",5,奧創紀元,good
156,花這麼多錢有辦法拍出這麼爛 真是不簡單 期待走進戲院 搖頭走出戲院,1,奧創紀元,bad
157,"一群英雄在一起拍片，還真是強到不知能怎麼拍了…
相較之下反而各自的故事都表現恰到好處。
不過進電影院本來就是要看聲光效果都好的片
相較之下，變形金剛拍到已經不知道在幹嘛了…
而劇情片租回家看就好了，這種片還是要進影院才爽啊
畢竟玩命關頭7這種神作並不是常有的。
也總不能每次都進戲院看玩命7吧。",5,奧創紀元,good
158,"第一集還蠻喜歡  抱持著期待的心情 但ＷＴＨ！  劇情實在很跳tune 讓人不太懂, 無聊的綠巨人跟黑寡婦在那拖時間, 超扯的6打1000壞蛋 瞬間秒勝, 有夠機掰的置入性行銷 讓妳不吐血都不行, 你也步之到他們在打架還事在搞笑？
值得去看的地方： 偷尼史塔克的墨鏡很帥 還有女角頗正
結論：還好我拿公司的電影票兌換卷 沒花到錢, 但還是操 花我幾個小時",1,奧創紀元,bad
159,"剛剛看完 大推
劇情很龐大 有些地方沒搞懂 還會想去看第二次 
從頭到尾很精采沒有冷場勝過第一集",5,奧創紀元,good
160,好看,5,奧創紀元,good
161,"個人是覺得,第二級的場面特效比第一集還讚呢！演員們的演技更是精彩~
超喜歡新角色雙胞胎的，快銀超帥！紅女巫超正！真的。後面突然悲劇 太錯愕！想大喊：導演~不是吧~不是這樣吧~
在這裡就不爆雷了！推薦喜歡刺激英雄電影的大家，一定要去電影院看這部！(好希望續集可以有快銀啊)",5,奧創紀元,good
162,"就是部爽片
建議去看4D
劇情太容易猜到 就是打敗壞人 拯救世界的老梗橋段
看4D比較精彩 不然可能會睡著⋯",3,奧創紀元,soso
163,"我花錢不知道是去看電影還是去看漫畫?
跟第一集比起來，遜色不少．
嚴格來說，只算是還不錯的電影．
雖然最主要的目的，是要連接第三集（或是跟銀河守護隊連接）
但也無須讓劇情如此空洞．
假如真的要照漫畫劇情，奧創不是蟻人做出來的嗎？
奧創變成要殺盡人類的理由不是更複雜嗎（因為蟻人對人類的失望）？
不過，身為美漫愛好者，之後漫威的電影還是會乖乖掏錢．
只不過這集我覺得並不是太好看．",4,奧創紀元,good
164,"1.有人說IMDB的評分8.7分高於玩命關頭 7 的 7.9分.但復2 目前只有21,575人評分 ,顯然主要是拼開演死忠的粉絲為主, 
   玩7有115,711人評分 ,雙方立足點已經不一樣.
2.如果說不看漫畫就會看不懂 ,那豈不是專拍給漫畫迷看而已?  那請在廣告寫明""本片請先看漫畫 ,否則覺得難看概不負責"".
   = 魔戒跟哈利波特都不敢要觀眾先去看原著吧!
3.Marvel再這樣子只重特效不重劇情 ,很快會把江山讓給DC了.",2,奧創紀元,bad
165,樓下說的真好,5,奧創紀元,good
166,"其實復仇者的英雄們幾乎每個角色我都喜歡，不管是狂妄自大又極度聰明的鋼鐵人，俱有神力又不失風趣的索爾，甚至是一句粗話都不會講的美國隊長，大家都俱有不同的特色，如今又聚在一起拍""復仇者聯盟2""，說實在只要劇情不要編的太差，我想觀眾一定會買單(這種現像就跟蘋果只要出新的產品，果粉不管怎樣都一定是先捧場再說)，會這樣比喻，不是說這次的""復仇者聯盟2""不好，只是這次的劇本因為大量連接了漫威漫畫所設定的劇情，變成有點跳tone，再加上場景一定有大幅修剪，因為導演之前也有說原本部片長原想拍3小時以上，但怕一些戲迷會覺的太久，所以只好再修剪成最終的2小半，但也因為這樣劇情整個走向非常快，快到連部份打鬥畫面的一些期待感、緊張感都少了不少，雖然動畫效果還是很強，但總感覺有點快變成「變形金剛4」了(相信有看過變形金剛4的戲迷，應該知道除了置入式行銷，更大的問題是裡面有太多無法刺激到的動作場景)，不過好險~復仇者們之間的嘴炮娛樂效果還是超讚的，相信他們現實生活中應對也差不多是那樣，所以才可以演的如此生動~哈。
完整影評：http://frank52011.pixnet.net/blog/post/60605536
謝謝指教",5,奧創紀元,good
167,比第一集難看 覺得失望,1,奧創紀元,bad
168,這部在imdb裡有8.7分的好評，遠超玩命7的7.9分。那些給一星的眼光真獨到。,5,奧創紀元,good
169,"看過第一集很不錯,
誰知這集看前半小時本來就要走出戲院,再給機會又看了半小時,
半小時好像在看變形金鋼,就出戲院了,後半不知如何?早知去看玩命7。",1,奧創紀元,bad
170,整體精彩，但是BOSS對抗處無亮點,4,奧創紀元,good
171,飛行航艦也來玩了,3,奧創紀元,soso
172,今年~到目前為止最強的片~絕對還是~~玩命關頭七,1,奧創紀元,bad
173,"畫面華麗,但看完覺得蠻空洞的.",1,奧創紀元,bad
174,整個故事內容很爛 讓人沒有想知道後續發展 很多東西交代不清 還可以演這麼久 很讓我佩服 白白浪費了這麼好的一堆腳色 千萬不要再用這個編劇了,1,奧創紀元,bad
175,真的不錯看！光鋼鐵人對浩克那段就很爽了！不覺得比第一集難看耶，看的很過癮！還笑了好幾次,5,奧創紀元,good
176,"唯一好看的我看只有浩克對鋼鐵人那段了~其他劇情根本不知道他們在瞎忙什麼~好像很緊急~也不知道到底在幹嘛~

後來製造出的那個人是??  也含糊帶過~~總之看完霧水更多了...",1,奧創紀元,bad
177,"當初抱著覺得只是噱頭的心態去看爽片，想必這麼多明星聚集起來，內容不會好到哪去，沒想到第一集出乎意料的好看~~~，但是第二級只能說打回原形，爽度是有啦~~但是比起第一集來講，就少了點內容~~~   

壞人  好人的設定沒新耿~~ 沒有令人振奮人心的感覺~",4,奧創紀元,good
178,爽片就如此好看呀~,5,奧創紀元,good
179,"動作場面精彩
只是覺得進展有些太快",4,奧創紀元,good
180,"刻意安排每位成員的戲份，反而搞的沒有連貫性的完整，僅用爽片特效可以欣賞。
片中的 奧創 並沒有強大到需要動用「復仇者聯盟」來封抗的反派角色。
坦白說看完後，沒有特別的精彩印像跟笑點，就像吃了一碗平淡無奇的陽春麵罷了。",3,奧創紀元,soso
181,我是第一次進到電影院看漫威系列的電影，而且只看過鋼鐵人123集而已，所以劇情沒有說熟，但是看完這部片，我會想再繼續接著第三集看下去≧∇≦因為很能進入狀況，比如現在是在爭奪權杖等等，只要了解所有人的台詞意思，幾乎就懂大綱了，我覺得大家一定要進電影院看，才能有那種臨場感！！大推ฅ'ω'ฅ,5,奧創紀元,good
182,只能說很爽   很帥超好看  戰鬥場面超多  3D部分也不錯  個人蠻推薦這部片,4,奧創紀元,good
183,"梗超多 笑點不斷
精采度更勝以往
嗚嗚 可惜沒Loki  XDD",5,奧創紀元,good
184,考驗人性的一集，看劇情變化還滿爽的,5,奧創紀元,good
185,"對不清楚Marvel故事軸的人（沒看過Iron man 123, Cap 12, The Hulk, Thor 12, Guardian's of the Galaxy, X men...) 可能會是一個純爽片，然後突然塞了很多人事物進來的大雜燴，但是對長期follow漫威電影的來說，它是一部hero世界劇情的串連和抽絲剝繭，每一幕，每個笑點，都能看進心坎裡，並解釋了一小部分Marvel系列電影的伏筆，總歸一句見人見智，本人推",5,奧創紀元,good
186,"很多笑點電影院大家都冷冷的 沒戳中笑點
浩克終結者打浩克時 狂捶+昏倒昏倒昏倒那裏倒是滿好笑的
劇本有點沒爆點...雙胞胎等等甚麼的都是...就是差了點甚麼(可能版權問題吧 所以設定有點失望 居然只是被製造出來的超能人...)
最後看完要等一下唷 又有彩蛋  終極無敵霹靂宇宙大反派又出來了! 不懂原作的可能有點難認識他....
最後是 不管怎麼樣 我還是支持!!!YO~",5,奧創紀元,good
187,"不               好                     看             普普通通

同檔期的 玩命關頭 好得多    有紀念性又比較爽....

甚麼?你說不同類型不能比較?

那拿英雄片來比的話:經典的黑暗騎士系列   超人鋼鐵英雄    美國隊長2   鋼鐵人3   復仇者聯盟1   

比這部好看的多太多..

別再盲從了......我發覺很多人都是一窩蜂 有人說好看就好看  ..好看在哪?

機器人 索爾  鋼鐵人 飛來飛去就算好看嗎?     如果你想看的是 一堆雜魚 被復仇者們 一轟 就爆  那OK 

大反派 也很弱   實在是..........哀


結論:鋪天蓋地的宣傳 還辦展覽  掩蓋不瞭這部片   不             好        看   的事實!!!!",1,奧創紀元,bad
188,超好看啊，復仇者從團結→猜忌→分裂→團結，剛好替漫威宇宙第二階段劃下句點~ 漫威迷對於復仇者2緋紅女巫跟快銀跟出現應該很高興才對，能讓兩位加入電影真的很棒！伊莉莎白歐森真的超正完全不輸給黑寡婦！可惜的是不知道這也牽扯到版權還怎樣電影把女巫跟快銀的變種人身份拿掉…不過能力還是很屌啊！,5,奧創紀元,good
189,"首先我覺得第二集跟第一集還是很類似，雖然預告片看起來非常的黑暗，但實際上卻還好，此片亮眼就是壞人奧創這個腳色了，以往漫威電影的缺點就是壞人的安排，像是索爾2以及星際異攻隊，壞蛋給觀眾的印象都非常淺，只知道他們很邪惡而已，奧創這壞人還蠻有個性的，雖然是AI機器人，但是帶有一點滑稽感，不像機器人一樣死板板的，另外第二集還帶有一些驚喜，像是賈伯斯的安排很驚訝，黑寡婦和浩克的感情戲也蠻有趣的，片中還把黑寡婦的童年以及鷹眼的生活帶進片中，所以第二集還是有稍微拖長的地方，導演好像很喜歡以對白戲方式來呈現電影裡的腳色，好像是上一集鷹眼發揮的不大，所以這集戲分多了一些，再來就是缺點了，雖然動作場面依然華麗精彩，而且電影中的科技配備更上一層樓，十分豐富，不過我個人不是很喜歡電影前半部的結構，總覺得有點鬆散，而且一些對白總覺得很死板，不少笑點我們在場的觀眾都笑不太出來，可能外國人感覺會不同？節奏方面跟第一集差不多，中間還是有少許拖慢，可能是期待過高的關係，我覺得第二集不敵第一集來的好看，甚至覺得星際異攻隊和美國隊長2都還比較緊湊精彩，比較怪的是最後大場面各個角色都有加入，只是獵鷹出現一下就沒他的戲份了?? 最後本片的安排感覺是獨立的，以往漫威電影有些銜接續集手法，但是此片看不太到，像是當年看完鋼鐵人3，以為鋼鐵人會退休，實際上完全沒影響後續發展，甚至未來還會有鋼鐵人vs美國隊長的續集""內戰""，但是此片也沒有如此鋪成？恩... 總之個人有些小失望，但是還不至於到討厭的地步，有機會還是會想再看幾次。",4,奧創紀元,good
190,"可能是期望太高,看完感覺比第一集遜色,再加上玩命7太好看,
看完個人覺得普普",3,奧創紀元,soso
191,"我覺得假如每部電影都要要求到毫無瑕疵，這也太累了

個人覺得這是一部好片，在有限的時間內

導演想表達的很多，只希望看完覺得失望的人好好回想劇情

然後去銜接，去享受電影，而不是當個刁鑽的人～",5,奧創紀元,good
192,"剛剛看了很多人的短評，很少看到yahoo短評這麼中肯
1. 劇情說真的有點弱，後面就只是打雜魚而已
2. 主題真的超分散的，每個人都要一點戲份(不過我想這也沒輒)
3. 個人覺得美國隊長2還比較好看....
給個3顆",3,奧創紀元,soso
193,結尾字幕跑完後 的那個角色 感覺長的好像浩克~~~變種浩克的feel~,4,奧創紀元,good
194,"沒有比第一集好看緊湊好笑~

第二集比較算是替第三級內戰鋪路

因為太刻意所以劇情有點沒這麼 ...精彩",3,奧創紀元,soso
195,看不懂的說爛，看的懂的叫好~,5,奧創紀元,good
196,如標題加打的還不錯～隊長帥,4,奧創紀元,good
197,給一顆星的是其他片商的工讀生吧,5,奧創紀元,good
198,"主題太多 大家都要有戲份 反而分散掉那種感覺 像是 鷹眼的家庭那一些 不需要的阿 ~ 
還有敵人要多 要強 不是雜魚過場 

小失望 給四顆",4,奧創紀元,good
199,我覺得滿不錯的，片中很多幽默的地方~~,5,奧創紀元,good
200,整片是在講一個被網路霸凌後躲起來後來見面報仇的故事...應該沒暴雷吧,4,奧創紀元,good
201,很多幽默的地方，劇情也讓我看到整個入神。讚讚！期待第三集,5,奧創紀元,good
202,本來很期待的去看，卻也沒有什麼強大的敵人，只是收拾爛攤子。劇情乏味，只有打鬥夠勁,3,奧創紀元,soso
203,"個人認為就是好看的動作爽片
要看有劇情的酸民就去看“托斯卡尼艷陽下”
鋼鐵人對上浩克滿精彩的
期待第三集",4,奧創紀元,good
204,"看的很爽是真的，但是一開始的打鬥動畫有點假
新主角裡的小鮮肉很喜歡，可惜可惜（拭淚）
每個人心中的恐懼，看自己如何調適跟面對
等了那麼久，很滿意！
真希望可以再長一點（明明都兩小時了）
完全不想睡，整個入戲超深（可惜旁邊的人一直講話好煩）
還有意想不到的感情發展
每次都要讓我期待下集，喜歡英雄系列的別猶豫錯過吧！",5,奧創紀元,good
205,真的沒有很好看 滿失望的 第一集跟第二集差的有點多 ...,2,奧創紀元,bad
206,前面拍攝手法很暈最好不要看3D⋯中間很悶⋯只有每次打鬥好看⋯⋯,2,奧創紀元,bad
207,看到睡著....整個乏味,1,奧創紀元,bad
208,"憑良心講真的爛透了
重以前就很愛英雄電影部部都看，但這集真的會看到睡著",1,奧創紀元,bad
209,好看又很搞笑 金秀賢超美的啦,5,奧創紀元,good
210,"復仇者聯盟後面加入了幾個很強的隊友
已經在期待第三集了",5,奧創紀元,good
211,沒爽度也沒深度....失敗,2,奧創紀元,bad
212,爽片都不爽片了!還是王明官 頭7好看,2,奧創紀元,bad
213,沒喇叭,3,奧創紀元,soso
214,"只能說每個人的觀感不同  不能否定這部片的好與壞  必須要親自去看才會知道好不好看

自己看過的感想是 有幽默  有梗  熱血  好看  其他不予置評   我給5顆星!!!",5,奧創紀元,good
215,"這種片不看前作或漫畫是根本不會懂他在演什麼的，但如果你抱持著看爽片的心態去看，我非常推薦。
劇情交代清楚、偶爾的幽默、戰鬥場面也很精彩。但Marvel電影唯一的缺點就是英雄設定都太強、壞人太弱了，原本漫威漫畫裡強到爆表的奧創也是被打假的，雖然真的很爽，但「太」爽了，完全沒有地球面臨毀面危機的緊張感。整體來說深度普普，但是是很適合闔家觀賞的娛樂片。
不知道為什麼有人聽到韓國取景、在韓國拍的就給爛評，挺有趣的。
最後，網路上謠片尾彩蛋出現蜘蛛人的影片是假的哦！",4,奧創紀元,good
216,"復仇者好看!!!! 尤其是角色之間的合體技超華麗
不得不承認完7也很好看
但是其中有些因素也是因為大家懷念保羅的心理作用而已吧= =",5,奧創紀元,good
217,因為後面沒有了啊,5,奧創紀元,good
218,"該死！　　如果我是先知道有那麼多韓國的景跟劇情。。。。。


老子絕對不會去看！！！！",2,奧創紀元,bad
219,"這次第二集系列 標題就讓觀眾知道主線 鋼鐵人東尼為主軸 這次有新角色加入劇情 增添不少戰鬥場面 魄力還是夠的 尤其鋼鐵人東尼對戰浩克暴走那段 打鬥狠有震撼力~讚!!! 中間描述一些個角色互動劇情 稍微冷了下來 但也不可或缺就是(觀眾應該偏愛打鬥多些~哈) 後面就整個開始
熱絡起來 居然整個城市躍空而起(特效不錯就是) 當然最後boos被絕地大反攻 還是得乖乖趴著 ^ ^ (最後三位一體光線鬥奧創橋段設計還不錯)
總而言之復仇者聯盟2 是製作團隊精心拍攝的一部好片 自然有一定水準 喜歡看超人英雄系列的妳你~別錯過囉!!!!!!",4,奧創紀元,good
220,重點到底是什麼？ 為什麼演一大堆有的沒有的？第一集好看多了⋯ 看完散場有人說騙錢！ 真的好悶啊 第一次爽片看到睡著⋯,2,奧創紀元,bad
221,整體而言還算不錯啦! 以特效來說，不會輸第一集 劇情方面呢..有些地方的對話過於冗長是真的...和第一集比少了些熱血配樂，風格有點偏向紀錄片(導演好像有說過!?)      缺點大概就是新血 Vision 和大反派 Ultron 沒有詮釋得很好!!! (和想像中落差不少)  但還是值得一看啦!,5,奧創紀元,good
222,不至於難看....但是就還好....4顆,4,奧創紀元,good
223,感覺就像在看鋼鐵人第四集一樣,3,奧創紀元,soso
224,花那個錢，不如花錢去睡覺，因為還有床,2,奧創紀元,bad
225,沒有緊張的氣氛感覺就是很平淡的過去然後看完一部電影，沒有特別精彩。但還是覺得可以進電影院看一下特效音效等等⋯最重要的，後面有小彩蛋！不要急著離開喔,4,奧創紀元,good
226,"我覺得玩命7稍微好看一些
整體來說不難看 
可能是期望太高
沒預期的好看
但還是值得進戲院看",4,奧創紀元,good
227,"真的差太多了..
害我浪費半天的時間!!
那些時間拿來睡覺多好!",1,奧創紀元,bad
228,快銀死了  不會被箱子復活嗎？,5,奧創紀元,good
229,看完後真的知道為何導演會覺得很累了 他希望把每次的戰鬥畫面都拍到最帥 可惜的是劇情感覺像為了戰鬥而演的 所以為了畫面而忘了劇情的感覺,5,奧創紀元,good
230,場景不錯但劇情很像玩遊戲的分支小劇情...不爆雷我只能說萬磁王會氣死....!,3,奧創紀元,soso
231,"好看..很緊湊..但覺得第1集比較好看..主角太多反而個人著墨不多..但卻是緊張刺激的動作片..
最後看完手套就可起身回家了~結尾跑工作人員字幕後面沒有影片..
當然..要看有沒有字幕上動了一些小手腳..
或是可以一邊聽著配樂.看著名單.一邊快速的回想電影的內容..也是對創作者的一種尊重..",5,奧創紀元,good
232,看2 輪騙就好,1,奧創紀元,bad
233,"好多上來來灌水的工讀生阿
我看你們的評論都可以拿去交作業了寫的那麼正式
劇情有點莫名奇妙拉就先不破梗了!!!!
大家去看就知道了!!
個人還是比較喜歡上一集...
然後這次彩蛋只有前面一段後面字幕播完就沒有了
所以大家不用憋尿等到最後喔!!!!!",3,奧創紀元,soso
234,"延續第一集的片尾導向
還記得雙胞胎嗎？
當然會在這一集出現嚕！
而且技能真的是很奇特 超乎我的想像
但是這集壞人也不是他們
雙胞胎只是個被利用的棋子

另外還有一個新角色   算是無敵的吧…自己去影院看嚕…

綱要圍繞著複雜元素：
雷神弟弟的權杖.心靈寶石.奧創.人工智慧.無限的網路.…

簡單的說他們要阻止不小心弄出的背叛鋼鐵人所造成的毀滅而聚集…

其實沒有仔細鑽研過內容的我 只能夠半知半解 我想大部分女生都不太懂英雄電影的主題吧！

Whatever ,我們是衝著這些英雄來的..不是嗎？
…身材姣好身手矯健的黑寡婦.無敵英雄浩克（對了…他們倆…嘿嘿…）還有胸肌傲人的美國隊長及索爾…帥氣的鷹眼…還有其實我不是很愛的自負鋼鐵人…

以前不看英雄電影的我
現在因為一些角色而愛上了英雄電影了…
片尾記得看完 當然還是有伏筆的嚕……

這幾天去看可是有很多活動的唷………
要說好看麼…我可是給90分哦…絕無冷場

還有非常漂亮的金秀賢也加入演出…何時才有台灣人呢？

話說3好像要分部  真折磨啊！
……………",4,奧創紀元,good
235,老實說本片想要說的並不是奧創有多強，本片主要是要講各角色的心理層面，從第二階段的鋼鐵人3開始到美隊2就可看出，紐約大戰後大家的心理轉折和改變，從第一階段的導入期到第二階段復仇者2，他們產生不同的理念和想法，他們都一致的想保護地球，但每個人的主張和方式都不同，所以才會有意見分歧的產生，這也讓復仇者們內心的恐懼浮上檯面，奧創是為了保護地球的產物，是東尼史塔克自負的翻版，但我更在乎的是奧創這個人工智慧的心理層面，不是他有多強大(請記住這是電影世界觀，不是漫畫)，本片還有一個重要任務就是第三階段的鋪陳，讓本片與第三階段的電影都有些環環相扣的因素，片中的臺詞.細節都埋著未來走向，可謂用心良苦，或許一些因素片長無法太長，有些細節無法太詳細在片中闡述，但我相信導演已經做的很好了，如果大家真的喜歡這部電影，請用心去了解漫威的電影世界觀的細節，不要輕易去否定和批評，復仇者聯盟2並不是單純的爽片，而是用心整合了目前為止第二階段的精彩電影,5,奧創紀元,good
236,很想給兩顆星，奉勸看之前不要期待太高，也不用非3D不可。,3,奧創紀元,soso
237,這級的概念舖陳超棒！打鬥動作炫目，劇情拿捏恰到好處！,5,奧創紀元,good
238,"看過的誠不誠心推薦看D-BOX?! 
感覺動作場面很多！",5,奧創紀元,good
239,"玩命7 復仇者2  電影情節不一樣!不能比較!! 很多人把兩片搞在一起!

下一集應該沒有! 浩克 鋼鐵人 索爾 鷹眼! ~~有新的成員加入! 美國英雄太多了!",5,奧創紀元,good
240,"覺得此片毫無冷場而且非常好看~值得看IMAX3D~或3D~
比較喜歡女巫這個角色~因為他很性感能力又強~^^",5,奧創紀元,good
241,"只能說 還沒看的 趕快去看吧 也算是在為後面 無限寶石的後去鋪路 薩諾斯會在第三集出場
其他鋪陳應該會出在 各個超級英雄的個別電影裡面",5,奧創紀元,good
242,劇情非常無聊，特效場面也普通，整體來說大概只比變形金剛4這部大爛片好一點而已,2,奧創紀元,bad
243,"說真的，這一集等於宣告，超級英雄不超級了
所以，他們得找更強大的盟友了了
真是自已打自已臉，還打的掉牙兼臉腫",5,奧創紀元,good
244,"這次一大早就衝首映，而這次的劇情緊湊道你會目不轉睛，至於劇情就不劇透了，IMAX3D超級大推薦
如果不是想看爽片的，就別衝這一部了",5,奧創紀元,good
245,"這集多了幾位角色
劇情就相對需要更多解說
複雜但卻不隨便
反派方面交代的很完整
每個英雄個別的角色特寫也不馬虎
在每個角色幾乎是大牌的狀況下
鏡頭要分配的當
需要不少工夫
這點從第一集就可看出導演的運鏡手法優秀了
有的人或許覺得爽度不如其他動作片
但其實該有的打鬥我認為已經很到位
兩個小時片長本來就該有其他時間用來描述緣由
才能完整表達漫畫的原始內容
漫威系列和玩命那種類型的片本來就不同
無從做比較
對於有在follow英雄系列電影的人
應該能了解其中差別
我覺得第二集在內容上比第一集還出色
值得一看!！",5,奧創紀元,good
246,"無限手套都出場了...

該怎麼辦呢",5,奧創紀元,good
247,"少了第一集篇幅性的介紹各角色出場
這集的流暢度滿緊湊的 笑點也是滿多的
雖然有些地方有些薄弱 但不會影響整體觀賞
劇情不透漏的前提下
滿推薦大家看數位大螢幕的 會比較過癮",4,奧創紀元,good
248,實在太好看了!!這集的角色刻劃上面非常出色!! 鷹眼的台詞很棒!!必看的年度佳作,5,奧創紀元,good
249,撇開劇情不提，娛樂性十足。整體上，第二集比第一集好看，角色對話(幽默)、戰鬥花樣、招式也比較多~~,5,奧創紀元,good
250,"大致上，目前漫威真人版電影有把無限寶石中的其中４顆寶石下落給完整交代清楚；
首先：

1. 宇宙魔方   (置放於阿斯加) =  空間寶石(藍色)
2. 乙太   (置放於收藏家帝凡) =  力量寶石(紅色)
3. 星際球體       (置放於柴達) =  現石寶石(紫色)
4. 洛基權仗       (置放於幻視) =  心靈寶石(黃色)

而未來 / 漫威第三階段9部電影，將會交代完其中代表靈魂(綠色) ＆ 時間(橙色)的兩顆寶石 和
宇宙超級無敵大反派Boss.薩諾斯 所持有的寶物 - 無線手套 / 浮空王座 / 無限寶石如何使用方
法促使蒐集完全，= ) 這一集很明顯比第一部更好看；會擁有負評的幾乎都是不了解美漫系列
電影的人 = ="" 看不懂得，該好好檢討；沒先研究過美漫漫畫的劇情。而亂評論！",5,奧創紀元,good
251,"""小個子探員…""

.

.

.

熱血程度略不如上集，

但在角色的完整性上，

是明顯的比上集要更好！

依舊是值得進場的一部娛樂佳作~

是我看完""復仇者聯盟2：奧創紀元""的第一個感覺~

詳細請上：

http://gys2.pixnet.net/blog/post/278785174",4,奧創紀元,good
252,………！(玩命7比較值得重覆看…,2,奧創紀元,bad
253,別看三Ｄ,3,奧創紀元,soso
254,"奧創真的很弱！
而且他的臉讓我想到佛地魔阿！！！！！",4,奧創紀元,good
255,"怎樓上還有人寫""滅霸""把奧創捏碎.....完全誤導
還有以前的那款大型接機遊戲 的四個人物分別是""美國隊長 鋼鐵人 幻視 鷹眼""  怎樓上還有寫是""金鋼狼"".....

電影裡的奧創完全被弱化.......看過動漫畫的都知道....https://s.yimg.com/f/i/tw/movie/i6/button_preview.gif",4,奧創紀元,good
256,不需要  雙胞胎  忽然變好人要有些轉折   一些思想被控制ㄉ幻境   小綠  小黑  你追我跑ㄉ談戀愛,2,奧創紀元,bad
257,突然開始懷念第一集大家會互相吐槽Boss耍白爛的劇情了⋯⋯⋯,1,奧創紀元,bad
258,"可能沒看過美版漫畫吧~
覺得這集只是在鋪之後的梗~
內容就不透露了~
不過確實有點想睡覺...
期待星際大戰好了~",3,奧創紀元,soso
259,"前面還不錯 中間一度想睡覺 我寧願中間縮短半小時 後面就一直打鬥 
鷹眼 黑寡婦 浩克 都有比較多台詞表現 有加入新的英雄 預告沒有的~~
就算很多人說SOSO 但是沒看過的人還是會去看吧~~",3,奧創紀元,soso
260,還沒看過的放心，完全不是一樓說的那樣..,4,奧創紀元,good
261,快銀....你怎麼就這樣....GG了,5,奧創紀元,good
262,大概這幾年已經出了好幾10部有關機器的電影.看下來就很像是在看魔鬼終結者似的不是因為不好看而是題材膩了.整體來說很不錯各角色均勻的曝光各司其職.但快銀已經被福斯給比下去了讓人覺得快銀沒有什麼特色搞笑居少.不過看到他們出來又讓我跳入了哥吉拉哈哈.....這次幻視終於出來了他可是從史塔克的機器助理配音轉到幕前哦...這角色滿多探討的我記得小時候去玩街機有玩過Marvel的動作闖關遊戲.那時幻視是全身的乳白色怎麼這次化成了紅.6~7年級應該知道這款遊戲[鋼鐵人.美國隊長.幻視.金鋼狼]可以選擇.鷹眼這次劇情滿意外的原本FB已透露浩克與黑寡婦要出一部了.害我擔心鷹眼孤獨一人畫圈圈.看來我們擔心多餘....最後的隱藏片段已經在銀河守護者出現了不過看到他可以說是熱血沸騰了...如果結局來個蜘蛛人我想結局不會是空虛了‧,4,奧創紀元,good
263,但....還是第一集裡的外星人比第二集的機器人，厲害多了！,3,奧創紀元,soso
264,真的⋯還好。,3,奧創紀元,soso
265,"看過的人是否也跟我一樣覺得賈維斯好像是裡面最強的了？  看完後的疑問
為什麼賈維斯他拿的起雷神之鎚？ 我真的不懂 雷神之鎚不是誰力氣大就拿的起來的 是因為受了詛咒的關係(只有雷神拿的起來) 但…為什麼賈維斯拿的起來？ ""我邊看邊疑惑這一點""",5,奧創紀元,good
266,"這個月是怎樣.....玩命七略勝一籌
個人喜好勿筆戰
不說優缺點，以免暴雷。",4,奧創紀元,good
267,美國隊長.....GG了T_T,5,奧創紀元,good
268,"一樓的亂寫   根本不是那樣

所以大家可以放心看   那不是爆雷

但是這部片真的超棒的

我打算看三次ＸＤ",5,奧創紀元,good
269,"看完一路被擺臉色，說浪費時間看這部電影。雖然我是覺得精彩有餘但緊張不足，也不至於爛到不爽吧！如果是漫威迷一定要看，因為對話間有在鋪梗往宇宙發展，看完後印象最深應該是有""山寨超人""+爆乳辣媽路人甲。",3,奧創紀元,soso
270,雖然周末才要去看，但是不得不說，一樓你幹嘛爆雷~,5,奧創紀元,good
271,可不可以不要第一篇回應就爆雷,5,奧創紀元,good
272,"請問看過的大大，我們要看GC,推薦看3D還是2D呢?",5,奧創紀元,good
273,比第一集還讚！尤其是最後滅霸出來把奧創捏碎時，我整個人都熱血起來了,5,奧創紀元,good
274,"注意::::((不要抱著期望很高的心態去看))   ~   故事有點帶的太快    第一集真的比較精彩
如果滿分10分   我應該只給7.9   其餘  不暴雷~  自己去電影院看就知道了!!    
還有那個彩蛋   其實一點也不驚喜= =   雷神2  之前就已經知道了~",5,奧創紀元,good
