公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別
3494 誠研,2008/12/31,6,482.0,12.0,66.0,100.0,-40.0,0.56,,0.22,9.98,10.17,4.56,0.0,0.0,8.0,17.0,25
3528 安馳,2008/12/31,6,535.0,10.0,77.0,79.0,49.0,-1.13,+,0.49,11.07,8.82,5.49,-6.0,16.0,60.0,18.0,29
3532 台勝科,2008/12/31,4,652.0,92.0,70.0,71.0,45.0,29.8,,0.42,8.42,15.77,2.28,-5.0,43.0,9.0,80.0,24
3591 艾笛森,2008/12/31,6,602.0,9.0,79.0,100.0,48.0,2.36,,0.17,11.34,13.39,2.35,-2.0,3.0,4.0,11.0,26
3593 力銘,2008/12/31,5,631.0,35.0,62.0,100.0,77.0,8.47,,0.0,9.19,6.4,0.0,-5.0,-12.0,0.0,52.0,28
3605 宏致,2008/12/31,5,770.0,34.0,120.0,100.0,43.0,7.23,,0.33,18.12,21.45,6.32,-14.0,-7.0,14.0,41.0,28
3673 TPK-KY,2008/12/31,-,559.0,79.0,45.0,59.0,92.0,22.84,,1.04,6.11,4.26,5.61,,,69.0,129.0,26
3682 亞太電,2008/12/31,8,463.0,113.0,-8.0,57.0,89.0,13.18,,2.48,-2.36,-4.0,5.11,-3.0,-1.0,49.0,145.0,27
3701 大眾控,2008/12/31,9,351.0,140.0,-15.0,14.0,76.0,37.97,,1.43,-1.82,-4.61,4.99,10.0,6.0,179.0,408.0,25
3702 大聯大,2008/12/31,5,654.0,140.0,37.0,62.0,77.0,62.78,,0.58,5.56,2.23,4.86,7.0,2.0,115.0,1432.0,29
4119 旭富,2008/12/31,5,636.0,6.0,99.0,100.0,26.0,2.41,,0.14,14.35,22.35,7.09,,,2.0,9.0,22
4414 如興,2008/12/31,D,-261.0,21.0,-20.0,-68.0,-40.0,-2.56,,3.8,-17.62,-14.68,4.71,-7.0,-117.0,284.0,25.0,4
4532 瑞智,2008/12/31,6,364.0,76.0,-2.0,55.0,52.0,7.82,,3.27,1.37,-3.46,5.66,-24.0,-1.0,84.0,95.0,5
4746 台耀,2008/12/31,-,648.0,13.0,103.0,91.0,39.0,1.79,,0.02,18.45,12.27,0.26,11.0,32.0,25.0,20.0,22
4906 正文,2008/12/31,4,761.0,108.0,59.0,99.0,72.0,20.3,,0.24,8.57,6.95,3.85,-7.0,-16.0,20.0,215.0,27
4934 太極,2008/12/31,-,312.0,9.0,63.0,49.0,-40.0,-1.76,,3.91,7.04,12.2,3.08,,,92.0,7.0,26
4938 和碩,2008/12/31,-,777.0,140.0,45.0,92.0,84.0,5.75,+,0.06,8.11,1.82,2.51,,,21.0,5133.0,25
4956 光鋐,2008/12/31,-,302.0,4.0,28.0,66.0,13.0,0.68,,2.18,2.64,8.79,3.45,,,62.0,3.0,26
5305 敦南,2008/12/31,4,531.0,88.0,16.0,79.0,69.0,10.28,,1.17,2.57,3.78,3.49,5.0,2.0,59.0,119.0,24
5388 中磊,2008/12/31,5,602.0,57.0,49.0,88.0,76.0,3.51,,0.4,6.61,5.22,3.62,8.0,-1.0,39.0,85.0,27
5469 瀚宇博,2008/12/31,5,668.0,125.0,50.0,74.0,45.0,24.37,,2.01,5.98,7.6,4.27,-2.0,-8.0,90.0,207.0,28
5521 工信,2008/12/31,6,440.0,73.0,-4.0,78.0,73.0,-0.18,,0.84,-1.45,-1.76,8.11,5.0,4.0,35.0,121.0,14
5608 四維航,2008/12/31,6,717.0,64.0,102.0,74.0,50.0,30.8,,5.77,12.4,48.16,4.05,0.0,0.0,89.0,46.0,15
6128 上福,2008/12/31,5,622.0,10.0,80.0,100.0,62.0,1.74,,0.42,11.02,15.77,5.82,0.0,4.0,4.0,13.0,25
6142 友勁,2008/12/31,6,508.0,78.0,23.0,76.0,56.0,5.89,,0.92,3.76,1.96,3.74,11.0,0.0,72.0,122.0,27
6152 百一,2008/12/31,5,524.0,48.0,39.0,90.0,42.0,3.09,,0.33,5.54,3.93,3.19,4.0,-6.0,35.0,64.0,27
6165 捷泰,2008/12/31,9,138.0,14.0,-12.0,30.0,57.0,-0.46,,3.41,-2.98,-5.44,2.8,-10.0,6.0,160.0,12.0,28
6168 宏齊,2008/12/31,5,521.0,26.0,65.0,100.0,-25.0,4.1,,0.52,7.22,14.38,6.42,1.0,24.0,8.0,29.0,26
6176 瑞儀,2008/12/31,3,765.0,140.0,44.0,98.0,58.0,22.39,,0.6,6.31,4.69,4.34,-19.0,-8.0,35.0,340.0,26
6192 巨路,2008/12/31,4,689.0,41.0,89.0,100.0,41.0,4.76,,0.08,12.79,12.34,1.13,-8.0,15.0,18.0,56.0,31
6196 帆宣,2008/12/31,5,548.0,84.0,31.0,86.0,30.0,2.69,,0.52,3.9,3.36,3.36,-23.0,-12.0,52.0,137.0,31
6209 今國光,2008/12/31,5,370.0,38.0,-2.0,84.0,50.0,2.41,,1.21,0.01,-2.59,3.57,8.0,-16.0,28.0,37.0,26
6225 天瀚,2008/12/31,8,288.0,33.0,-5.0,70.0,30.0,0.97,,1.23,-1.89,-0.74,5.08,5.0,12.0,55.0,41.0,26
6239 力成,2008/12/31,4,943.0,140.0,120.0,85.0,49.0,122.85,,1.71,18.18,23.4,3.4,17.0,-6.0,77.0,312.0,24
6269 台郡,2008/12/31,6,674.0,22.0,99.0,99.0,36.0,3.81,,0.75,15.18,14.11,4.23,-27.0,-16.0,30.0,28.0,28
6271 同欣電,2008/12/31,5,731.0,33.0,93.0,100.0,86.0,8.88,,0.16,13.76,17.34,4.61,-8.0,-5.0,3.0,40.0,24
6277 宏正,2008/12/31,4,600.0,32.0,67.0,99.0,38.0,4.28,,0.21,10.81,8.71,3.97,1.0,8.0,10.0,41.0,25
6281 全國電,2008/12/31,4,676.0,66.0,53.0,100.0,86.0,2.81,,0.0,8.75,3.63,0.0,-1.0,6.0,0.0,140.0,29
6285 啟碁,2008/12/31,4,662.0,102.0,45.0,85.0,67.0,14.98,,0.68,6.13,5.23,4.25,-28.0,2.0,47.0,193.0,27
6505 台塑化,2008/12/31,2,642.0,140.0,26.0,63.0,96.0,804.65,,0.67,4.32,2.72,2.99,-10.0,-8.0,108.0,8772.0,23
8011 台通,2008/12/31,7,448.0,13.0,49.0,71.0,62.0,2.79,,1.4,6.08,6.94,5.07,-46.0,-47.0,64.0,20.0,27
8021 尖點,2008/12/31,6,401.0,29.0,73.0,55.0,-40.0,4.09,,4.41,6.98,18.1,4.32,33.0,13.0,95.0,20.0,31
8039 台虹,2008/12/31,5,487.0,34.0,44.0,100.0,-12.0,0.92,,0.68,5.09,9.04,2.52,-3.0,2.0,30.0,33.0,28
8150 南茂,2008/12/31,D,466.0,123.0,-20.0,62.0,94.0,58.28,,2.75,-7.2,-18.26,3.26,-10.0,1.0,89.0,164.0,24
8271 宇瞻,2008/12/31,6,534.0,49.0,13.0,100.0,98.0,13.57,,0.17,2.51,0.09,3.5,3.0,-1.0,0.0,119.0,24
9906 欣巴巴,2008/12/31,D,-427.0,18.0,-20.0,-155.0,63.0,-0.27,,4.53,-1.17,-3.9,5.38,-11.0,18.0,403.0,21.0,14
9911 櫻花,2008/12/31,6,451.0,38.0,11.0,89.0,77.0,2.33,,0.68,2.82,0.14,3.58,-2.0,-2.0,28.0,39.0,20
9917 中保,2008/12/31,2,813.0,88.0,89.0,94.0,88.0,23.52,,0.47,11.58,17.35,4.18,-1.0,11.0,18.0,119.0,20
9919 康那香,2008/12/31,5,486.0,50.0,39.0,72.0,54.0,5.72,,1.71,4.55,6.79,3.5,-6.0,0.0,78.0,51.0,20
9921 巨大,2008/12/31,3,778.0,140.0,84.0,72.0,32.0,14.19,+,0.68,11.61,8.14,3.84,3.0,0.0,75.0,415.0,20
9933 中鼎,2008/12/31,3,706.0,140.0,40.0,78.0,72.0,35.67,,0.54,4.18,3.6,3.31,2.0,-16.0,73.0,522.0,20
9934 成霖,2008/12/31,4,543.0,117.0,15.0,74.0,42.0,6.95,,1.61,3.01,2.98,6.54,10.0,22.0,72.0,229.0,20
9943 好樂迪,2008/12/31,6,617.0,35.0,76.0,88.0,48.0,6.78,,0.5,11.43,10.71,2.65,-4.0,0.0,33.0,42.0,16
9946 三發地產,2008/12/31,8,85.0,3.0,-7.0,47.0,-40.0,-3.97,,1.57,-3.42,-0.57,2.28,-8.0,512.0,102.0,3.0,14
1101 台泥,2009/12/31,3,757.0,140.0,65.0,66.0,84.0,177.22,,2.64,6.45,14.13,2.86,-2.0,-1.0,83.0,868.0,1
1201 味全,2009/12/31,4,652.0,109.0,42.0,77.0,79.0,17.94,,0.28,5.06,4.3,1.83,3.0,-4.0,60.0,211.0,2
1210 大成,2009/12/31,4,741.0,140.0,40.0,83.0,91.0,28.73,,0.18,6.83,2.89,2.59,0.0,0.0,33.0,679.0,2
1215 卜蜂,2009/12/31,4,598.0,75.0,34.0,85.0,89.0,4.48,,0.11,5.99,2.41,1.9,1.0,1.0,32.0,152.0,2
1216 統一,2009/12/31,3,693.0,140.0,47.0,61.0,90.0,275.42,,1.48,5.61,5.27,3.81,1.0,1.0,102.0,2902.0,2
1218 泰山,2009/12/31,5,510.0,64.0,17.0,84.0,78.0,11.33,,0.92,3.28,0.97,2.27,0.0,-4.0,79.0,85.0,2
1220 台榮,2009/12/31,6,374.0,19.0,-8.0,100.0,61.0,1.36,,0.29,-3.28,-4.99,2.2,-3.0,-22.0,23.0,26.0,2
1227 佳格,2009/12/31,4,785.0,89.0,98.0,89.0,44.0,12.11,+,0.49,16.35,11.74,4.56,-2.0,-2.0,25.0,156.0,2
1232 大統益,2009/12/31,4,755.0,69.0,80.0,96.0,91.0,8.65,,0.05,16.53,4.66,1.85,0.0,12.0,13.0,157.0,2
1233 天仁,2009/12/31,5,569.0,12.0,70.0,100.0,36.0,1.07,,0.0,10.7,10.52,4.7,-2.0,0.0,0.0,18.0,2
1236 宏亞,2009/12/31,5,546.0,13.0,62.0,93.0,57.0,2.58,,0.09,8.96,8.22,1.46,9.0,13.0,10.0,17.0,2
1301 台塑,2009/12/31,2,845.0,140.0,58.0,100.0,91.0,361.42,,0.99,9.18,6.51,2.22,0.0,0.0,34.0,1801.0,3
1307 三芳,2009/12/31,4,739.0,65.0,81.0,100.0,67.0,16.78,,0.35,11.59,11.46,1.58,1.0,-5.0,34.0,81.0,3
1309 台達化,2009/12/31,6,559.0,84.0,36.0,69.0,76.0,8.49,,0.5,5.41,-0.49,1.89,-10.0,0.0,114.0,141.0,3
1310 台苯,2009/12/31,5,646.0,96.0,47.0,78.0,79.0,14.64,,0.46,6.65,4.75,2.61,2.0,5.0,46.0,174.0,3
1314 中石化,2009/12/31,5,726.0,140.0,33.0,86.0,90.0,25.73,,1.28,5.03,3.06,2.21,-1.0,-1.0,60.0,270.0,3
1316 上曜,2009/12/31,7,348.0,5.0,-7.0,100.0,61.0,0.81,,0.0,-0.62,-10.54,0.0,7.0,9.0,0.0,7.0,21
1321 大洋,2009/12/31,6,433.0,43.0,3.0,88.0,76.0,5.0,,0.13,1.09,2.0,1.33,2.0,-3.0,17.0,55.0,3
1323 永裕,2009/12/31,6,469.0,18.0,56.0,73.0,49.0,4.49,,1.46,6.07,9.91,3.04,0.0,11.0,76.0,21.0,3
1326 台化,2009/12/31,2,788.0,140.0,56.0,87.0,78.0,522.13,,0.97,8.1,6.77,2.02,6.0,2.0,49.0,2964.0,3
1413 宏洲,2009/12/31,7,266.0,25.0,-20.0,69.0,70.0,0.2,,0.6,-6.41,-9.6,2.65,0.0,5.0,52.0,33.0,4
1414 東和,2009/12/31,8,200.0,35.0,-24.0,40.0,82.0,-0.76,,1.25,-5.55,-9.06,2.52,-3.0,-6.0,107.0,36.0,4
1432 大魯閣,2009/12/31,D,-330.0,11.0,-24.0,-80.0,-40.0,4.05,,2.9,-4.96,-5.29,2.12,-2.0,63.0,292.0,12.0,18
1442 名軒,2009/12/31,6,543.0,24.0,88.0,54.0,69.0,-1.18,+,1.6,9.44,21.61,2.29,-1.0,17.0,68.0,18.0,14
1447 力鵬,2009/12/31,5,648.0,103.0,51.0,73.0,69.0,3.99,+,0.46,7.65,4.5,1.83,17.0,2.0,68.0,182.0,4
1449 佳和,2009/12/31,D,-127.0,49.0,-41.0,-47.0,40.0,-2.06,,2.81,-6.58,-8.66,3.8,-7.0,3.0,253.0,49.0,4
1451 年興,2009/12/31,4,667.0,89.0,45.0,100.0,54.0,26.14,,0.34,8.24,4.08,2.4,-2.0,6.0,9.0,120.0,4
1452 宏益,2009/12/31,6,408.0,11.0,3.0,100.0,78.0,0.2,,0.01,1.76,1.01,0.0,3.0,5.0,0.0,15.0,4
1453 大將,2009/12/31,7,188.0,3.0,7.0,67.0,-40.0,1.37,,1.64,2.34,0.92,2.56,10.0,56.0,56.0,4.0,4
1456 怡華,2009/12/31,D,-312.0,18.0,-40.0,-87.0,33.0,-0.56,,3.57,-6.0,-7.25,3.91,16.0,30.0,305.0,19.0,4
1457 宜進,2009/12/31,7,351.0,43.0,4.0,61.0,71.0,4.01,,1.2,2.12,-1.08,2.35,2.0,0.0,78.0,43.0,4
1472 三洋紡,2009/12/31,9,110.0,8.0,-34.0,45.0,62.0,0.51,,2.02,-10.32,-18.39,2.63,8.0,-1.0,100.0,9.0,4
1475 本盟,2009/12/31,9,-492.0,8.0,-54.0,-121.0,16.0,1.08,,4.2,-7.69,-14.22,4.56,36.0,16.0,357.0,10.0,4
1477 聚陽,2009/12/31,3,775.0,73.0,94.0,92.0,72.0,9.82,,0.21,16.09,10.28,4.48,1.0,1.0,14.0,133.0,4
1503 士電,2009/12/31,4,832.0,123.0,93.0,87.0,48.0,41.57,,0.24,11.51,16.93,1.18,-12.0,-24.0,20.0,203.0,5
1506 正道,2009/12/31,9,59.0,14.0,-17.0,40.0,-40.0,0.9,,3.71,-4.8,-2.56,4.62,2.0,5.0,98.0,12.0,5
1507 永大,2009/12/31,4,671.0,90.0,58.0,100.0,18.0,22.72,,0.1,6.8,10.62,3.5,-1.0,-3.0,3.0,119.0,5
1513 中興電,2009/12/31,5,530.0,84.0,32.0,97.0,-24.0,10.4,,0.19,3.8,5.18,0.92,11.0,-3.0,23.0,101.0,5
1515 力山,2009/12/31,6,437.0,35.0,32.0,71.0,57.0,3.57,,1.92,3.15,7.34,3.12,-12.0,7.0,72.0,32.0,5
1516 川飛,2009/12/31,9,192.0,1.0,-60.0,100.0,71.0,-1.49,,0.35,-38.45,-31.21,0.0,8.0,-62.0,0.0,2.0,20
1521 大億,2009/12/31,4,586.0,23.0,67.0,94.0,58.0,5.55,,0.18,10.02,6.35,2.05,-3.0,5.0,15.0,31.0,5
1525 江申,2009/12/31,6,496.0,11.0,43.0,100.0,45.0,0.96,,0.0,9.65,0.67,0.0,-28.0,-5.0,0.0,9.0,5
1529 樂士,2009/12/31,9,6.0,4.0,-28.0,40.0,-40.0,-0.01,,7.52,-10.4,-27.96,9.39,-73.0,276.0,37.0,4.0,5
1532 勤美,2009/12/31,7,562.0,120.0,41.0,80.0,-40.0,33.2,,1.81,3.23,11.29,2.15,2.0,91.0,52.0,152.0,5
1535 中宇,2009/12/31,4,680.0,42.0,73.0,100.0,78.0,7.95,,0.01,11.28,6.89,11.85,7.0,27.0,0.0,59.0,5
1538 正峰新,2009/12/31,7,283.0,15.0,-13.0,74.0,70.0,0.71,,0.95,-3.24,-17.88,2.42,60.0,14.0,35.0,13.0,5
1539 巨庭,2009/12/31,7,179.0,8.0,-7.0,71.0,-27.0,1.72,,0.96,-3.59,0.75,1.81,6.0,51.0,70.0,10.0,5
1558 伸興,2009/12/31,4,761.0,23.0,120.0,100.0,56.0,5.15,,0.04,23.19,19.0,3.89,6.0,-1.0,0.0,33.0,5
1560 中砂,2009/12/31,5,354.0,29.0,-4.0,86.0,50.0,5.3,,0.4,-0.96,-4.1,1.03,6.0,6.0,24.0,26.0,5
1583 程泰,2009/12/31,6,256.0,35.0,2.0,74.0,-40.0,6.45,,1.26,0.96,1.93,1.8,80.0,216.0,56.0,26.0,5
1611 中電,2009/12/31,5,560.0,46.0,37.0,100.0,56.0,6.29,,0.03,4.67,7.79,7.0,3.0,-1.0,0.0,42.0,6
1612 宏泰,2009/12/31,4,491.0,50.0,10.0,100.0,61.0,7.82,,0.02,2.91,1.28,1.37,3.0,-2.0,3.0,57.0,6
1614 三洋電,2009/12/31,4,542.0,56.0,20.0,100.0,71.0,6.71,,0.04,3.15,4.41,11.58,-8.0,-21.0,0.0,64.0,6
1618 合機,2009/12/31,6,406.0,46.0,-1.0,88.0,51.0,3.68,,0.51,1.33,-3.33,2.21,-27.0,8.0,5.0,29.0,6
1701 中化,2009/12/31,6,489.0,47.0,47.0,87.0,-7.0,4.48,,0.55,6.43,6.64,2.06,-20.0,-14.0,26.0,44.0,22
1707 葡萄王,2009/12/31,5,723.0,24.0,107.0,100.0,54.0,7.21,,0.15,15.71,19.37,1.75,-6.0,66.0,12.0,28.0,22
1718 中纖,2009/12/31,7,552.0,133.0,-5.0,72.0,86.0,-17.53,+,1.19,-0.49,-2.3,1.35,4.0,7.0,63.0,205.0,21
1721 三晃,2009/12/31,8,203.0,10.0,-6.0,58.0,27.0,1.05,,1.52,-1.92,-1.11,3.15,33.0,13.0,97.0,14.0,21
1723 中碳,2009/12/31,3,846.0,49.0,120.0,100.0,89.0,11.54,,0.02,22.4,25.39,2.99,13.0,10.0,0.0,54.0,21
1724 台硝,2009/12/31,5,458.0,12.0,31.0,96.0,53.0,4.03,,0.29,4.13,5.72,1.95,3.0,29.0,11.0,15.0,21
1726 永記,2009/12/31,3,641.0,57.0,69.0,100.0,19.0,10.39,,0.06,9.6,12.56,2.13,10.0,4.0,3.0,64.0,21
1732 毛寶,2009/12/31,5,463.0,4.0,40.0,100.0,37.0,0.62,,0.0,5.52,6.23,0.0,0.0,11.0,0.0,7.0,21
1733 五鼎,2009/12/31,4,681.0,11.0,119.0,100.0,4.0,3.91,,0.0,21.07,31.43,0.0,6.0,-25.0,0.0,14.0,22
1762 中化生,2009/12/31,7,519.0,11.0,108.0,68.0,-32.0,4.62,,1.7,12.95,26.12,2.33,-16.0,12.0,55.0,11.0,22
1786 科妍,2009/12/31,D,-174.0,1.0,-60.0,15.0,-40.0,-0.36,,10.52,-24.36,-296.99,2.39,-28.0,-566.0,69.0,0.0,22
1805 寶徠,2009/12/31,8,252.0,4.0,-24.0,89.0,50.0,-0.65,,1.86,-8.99,-4.54,3.7,-33.0,-41.0,40.0,4.0,14
1902 台紙,2009/12/31,6,431.0,62.0,-2.0,92.0,37.0,8.95,,0.83,-0.36,-1.83,1.87,-1.0,-3.0,37.0,56.0,9
1903 士紙,2009/12/31,6,343.0,28.0,-12.0,83.0,75.0,4.45,,0.47,-3.06,-17.96,1.04,5.0,-67.0,16.0,18.0,9
1904 正隆,2009/12/31,4,633.0,140.0,36.0,65.0,48.0,32.97,,2.06,4.51,5.5,3.95,6.0,0.0,74.0,304.0,9
1905 華紙,2009/12/31,4,479.0,73.0,-11.0,100.0,65.0,10.7,,0.72,-3.11,-7.81,2.49,4.0,2.0,23.0,71.0,9
1907 永豐餘,2009/12/31,4,513.0,140.0,1.0,56.0,62.0,59.26,,2.15,0.6,2.2,3.01,0.0,5.0,108.0,418.0,9
2002 中鋼,2009/12/31,2,662.0,140.0,37.0,67.0,68.0,525.01,,0.89,4.07,7.24,1.43,5.0,29.0,63.0,2511.0,10
2008 高興昌,2009/12/31,9,-108.0,63.0,-28.0,-79.0,89.0,-0.49,,3.19,-4.41,-4.56,3.49,2.0,15.0,290.0,65.0,10
2013 中鋼構,2009/12/31,6,526.0,80.0,18.0,84.0,60.0,39.15,,0.18,2.41,1.26,1.45,16.0,19.0,25.0,130.0,10
2020 美亞,2009/12/31,7,337.0,65.0,-4.0,67.0,21.0,11.39,,1.93,0.48,-5.85,2.97,-5.0,30.0,83.0,69.0,10
2025 千興,2009/12/31,7,366.0,34.0,-5.0,78.0,80.0,3.06,,0.46,-2.98,0.34,2.31,-2.0,23.0,30.0,45.0,10
2027 大成鋼,2009/12/31,7,417.0,127.0,29.0,39.0,-40.0,11.1,,2.42,2.94,7.88,3.57,8.0,154.0,120.0,210.0,10
2028 威致,2009/12/31,9,288.0,52.0,22.0,14.0,77.0,-0.67,,1.63,3.43,-2.89,2.88,8.0,33.0,159.0,57.0,10
2034 允強,2009/12/31,5,509.0,84.0,8.0,95.0,34.0,-14.72,+,0.17,2.58,-2.0,1.31,20.0,40.0,45.0,136.0,10
2049 上銀,2009/12/31,6,412.0,56.0,36.0,66.0,-6.0,10.34,,1.86,3.34,7.69,1.72,17.0,36.0,90.0,44.0,5
2059 川湖,2009/12/31,4,697.0,29.0,103.0,100.0,29.0,8.01,,1.25,13.9,34.88,2.61,10.0,21.0,43.0,22.0,28
2062 橋椿,2009/12/31,4,618.0,40.0,58.0,100.0,65.0,15.35,,0.08,8.37,9.49,1.88,18.0,-1.0,0.0,46.0,20
2103 台橡,2009/12/31,4,856.0,124.0,90.0,92.0,64.0,29.64,+,0.83,13.11,13.96,3.57,11.0,28.0,36.0,221.0,11
2104 國際中橡,2009/12/31,4,594.0,123.0,13.0,88.0,43.0,23.01,,1.91,0.95,6.16,2.97,15.0,33.0,57.0,175.0,11
2105 正新,2009/12/31,3,929.0,140.0,120.0,71.0,77.0,238.57,,1.06,16.96,20.44,2.5,-5.0,3.0,86.0,845.0,11
2204 中華,2009/12/31,4,666.0,140.0,1.0,100.0,83.0,49.79,,0.37,0.97,0.18,2.02,-17.0,-21.0,16.0,375.0,12
2206 三陽工業,2009/12/31,6,599.0,140.0,1.0,78.0,82.0,23.59,,1.54,1.15,0.83,4.13,9.0,-13.0,68.0,303.0,12
2301 光寶科,2009/12/31,3,745.0,140.0,42.0,92.0,64.0,186.15,,0.41,5.05,5.39,2.77,-3.0,1.0,31.0,1861.0,25
2308 台達電,2009/12/31,1,875.0,140.0,77.0,100.0,64.0,213.89,,0.09,11.35,9.87,1.1,8.0,5.0,19.0,1255.0,28
2314 台揚,2009/12/31,4,457.0,60.0,-1.0,100.0,40.0,6.75,,0.29,-0.05,-1.6,1.62,24.0,10.0,22.0,64.0,27
2316 楠梓電,2009/12/31,5,510.0,61.0,15.0,99.0,47.0,8.56,,0.65,3.44,-2.59,2.09,30.0,0.0,29.0,61.0,28
2323 中環,2009/12/31,6,501.0,140.0,-11.0,67.0,52.0,63.93,,2.81,-2.72,-7.45,3.22,-13.0,0.0,48.0,253.0,26
2324 仁寶,2009/12/31,2,766.0,140.0,54.0,89.0,56.0,-30.8,+,0.02,7.24,3.46,0.5,7.0,4.0,30.0,6753.0,25
2330 台積電,2009/12/31,1,969.0,140.0,103.0,100.0,79.0,1601.82,,0.13,15.61,30.95,2.29,0.0,2.0,3.0,2957.0,24
2331 精英,2009/12/31,5,682.0,140.0,11.0,95.0,86.0,40.91,,0.08,2.4,1.28,1.46,-3.0,-2.0,21.0,734.0,25
2332 友訊,2009/12/31,4,650.0,140.0,8.0,99.0,49.0,34.63,,0.04,2.19,0.64,1.23,6.0,-10.0,8.0,310.0,27
2337 旺宏,2009/12/31,4,917.0,140.0,91.0,100.0,65.0,104.35,,0.1,12.01,20.56,2.85,1.0,-25.0,2.0,268.0,24
2338 光罩,2009/12/31,4,507.0,36.0,29.0,100.0,50.0,7.77,,0.58,3.03,8.87,1.58,-4.0,3.0,15.0,26.0,24
2340 光磊,2009/12/31,5,466.0,67.0,16.0,93.0,8.0,13.45,,1.15,2.53,3.59,2.02,18.0,2.0,55.0,59.0,26
2344 華邦電,2009/12/31,6,460.0,140.0,-26.0,63.0,68.0,52.55,,2.61,-8.48,-27.2,2.54,-3.0,-1.0,70.0,267.0,24
2348 海悅,2009/12/31,D,-652.0,2.0,-29.0,-204.0,45.0,-0.53,,6.46,-3.63,-8.81,3.25,63.0,0.0,459.0,3.0,20
2353 宏碁,2009/12/31,2,737.0,140.0,39.0,92.0,65.0,381.92,,0.11,4.67,3.27,4.65,0.0,5.0,14.0,5740.0,25
2358 廷鑫,2009/12/31,7,537.0,6.0,50.0,100.0,74.0,0.25,,0.01,8.71,5.87,0.0,20.0,-9.0,0.0,12.0,20
2371 大同,2009/12/31,6,319.0,140.0,-52.0,45.0,60.0,-14.67,,2.93,-13.26,-28.04,3.12,0.0,14.0,116.0,1187.0,5
2376 技嘉,2009/12/31,4,752.0,140.0,36.0,100.0,65.0,44.74,,0.02,5.92,3.31,3.23,-7.0,5.0,1.0,475.0,25
2383 台光電,2009/12/31,5,621.0,75.0,71.0,79.0,22.0,12.48,,0.89,8.85,8.69,2.66,-1.0,-6.0,74.0,99.0,28
2388 威盛,2009/12/31,7,246.0,64.0,-60.0,87.0,39.0,-16.92,,1.78,-24.51,-61.71,2.86,13.0,4.0,37.0,51.0,24
2390 云辰,2009/12/31,7,326.0,17.0,-7.0,100.0,15.0,-1.77,,0.87,-0.92,-8.35,4.13,22.0,46.0,13.0,11.0,31
2392 正崴,2009/12/31,4,665.0,140.0,25.0,82.0,63.0,53.76,,0.65,3.88,2.84,2.8,1.0,6.0,49.0,422.0,28
2408 南亞科,2009/12/31,7,86.0,140.0,-60.0,-20.0,45.0,-105.02,,3.4,-15.82,-46.94,1.85,13.0,9.0,219.0,428.0,24
2409 友達,2009/12/31,4,533.0,140.0,-12.0,72.0,73.0,570.41,,1.3,-4.15,-5.78,2.58,1.0,3.0,67.0,3593.0,26
2412 中華電,2009/12/31,1,924.0,140.0,83.0,100.0,95.0,770.64,,0.01,9.79,28.46,1.72,1.0,4.0,0.0,1984.0,27
2419 仲琦,2009/12/31,6,510.0,32.0,41.0,92.0,50.0,5.02,,0.7,4.7,6.39,3.63,-21.0,-3.0,36.0,40.0,27
2429 銘旺科,2009/12/31,D,-820.0,5.0,-37.0,-264.0,74.0,0.2,,2.24,-1.18,5.19,3.98,-11.0,2.0,560.0,8.0,28
2438 翔耀,2009/12/31,D,-567.0,9.0,-60.0,-164.0,88.0,0.11,,10.99,-17.2,-76.09,5.52,148.0,82.0,366.0,8.0,26
2439 美律,2009/12/31,4,642.0,59.0,62.0,96.0,51.0,10.45,,0.23,7.69,10.54,1.76,7.0,6.0,22.0,67.0,27
2444 兆勁,2009/12/31,7,245.0,15.0,-21.0,81.0,37.0,-1.4,,0.57,-8.33,-6.51,2.39,22.0,4.0,56.0,20.0,27
2448 晶電,2009/12/31,4,725.0,117.0,61.0,100.0,8.0,40.71,,0.75,4.88,19.89,2.26,-14.0,-29.0,17.0,128.0,26
2450 神腦,2009/12/31,4,810.0,85.0,82.0,100.0,93.0,13.83,,0.01,15.32,6.55,0.0,,,0.0,185.0,27
2451 創見,2009/12/31,4,979.0,140.0,108.0,100.0,76.0,42.79,+,0.06,21.14,13.68,2.21,4.0,5.0,3.0,344.0,24
2461 光群雷,2009/12/31,6,418.0,30.0,19.0,95.0,18.0,3.18,,0.81,2.38,5.59,2.23,13.0,4.0,40.0,29.0,31
2472 立隆電,2009/12/31,7,336.0,37.0,-3.0,86.0,14.0,2.41,,0.73,-1.99,0.58,2.03,-6.0,-16.0,47.0,40.0,28
2474 可成,2009/12/31,4,773.0,127.0,76.0,94.0,10.0,77.28,,1.11,7.02,22.22,1.47,3.0,1.0,57.0,170.0,31
2475 華映,2009/12/31,9,350.0,140.0,-60.0,58.0,75.0,19.38,,3.61,-19.22,-55.05,3.52,10.0,5.0,79.0,579.0,26
2484 希華,2009/12/31,6,308.0,23.0,-5.0,93.0,-1.0,2.5,,1.94,-2.44,-0.95,4.03,17.0,11.0,29.0,19.0,28
2485 兆赫,2009/12/31,3,772.0,69.0,90.0,100.0,63.0,14.67,,0.09,12.73,16.6,2.98,-7.0,3.0,4.0,92.0,27
