company,content,date
1201 味全,戴奧辛蛋延燒，國內飼料業者大成（1210）、卜蜂與福壽均有銷售飼料與雞蛋，業者表示所有飼料與雞蛋出廠前都經過檢驗，雞蛋都來自自有蛋雞場，飼料與出貨情況未受影響，惟市場已出現恐慌預期心理，雞蛋銷售量下滑，不利未來蛋價走勢，可能由高點轉下。  戴奧辛蛋事件傳出前，國內雞蛋價格約每台斤35元左右，養殖成本約每台斤約21元左右，行情相當不錯；在事件爆發後，目前每台斤蛋價已下跌2至3元，蛋雞業者憂慮可能還會繼續走下坡。  蛋雞養殖業者指出，事件爆發前國內雞蛋價格在中高水位，利潤相當不錯，現在傳出雞蛋有戴奧辛後，消費者在預期心理下，已經開始減少食用，甚至有餐廳退貨，對蛋價市況相當不利。  國內食品業者中大成、卜蜂、 與福壽等均有切入蛋雞市場，業者表示所有雞蛋都來自自有蛋雞場，目前受影響仍不大，不過整體雞蛋市場的確瀰漫著低氣壓，還得等主管機關調查清楚之後，警報才可能解除。  卜蜂表示，飼料出廠前都經過檢驗，且內部已經清查並為提供飼料給有問題的蛋雞場，短期對市場價格的確會造成影響，後續會更嚴格把關。卜蜂昨（24）日收盤價55元、下跌0.8元。  家樂福、全聯福利中心等大型連鎖量販超市業者均表示，與供應商確認後，賣場內販售的雞蛋沒有來自那三個蛋雞場，仍可繼續銷售。   ,2017/04/25
1201 味全,今年適逢美國密西根大學創校200周年，台灣校友日前於台北寒舍艾美酒店舉辦2017年台灣校友感恩年會餐敘活動。年會由密西根大學工程學院校友、聖約翰科技大學校長艾和昌主辦，並動員校內師生支援演唱、調酒、魔術表演等活動，為年會活動添增慶祝氣氛，也展現聖約大師生的熱情與活力。  艾和昌表示，今年世界各地校友都擴大舉行密西根大學創校200周年相關慶祝活動。台灣校友以「連接校友心、飛越世紀情」為主軸，舉辦感恩餐敘活動，台灣校友們共襄盛舉見證及慶祝母校建校200年的新里程碑。  美國密西根大學副校長James Holloway和密西根校友會代表趙斌均專程遠從美國來台出席盛會，還有國內多所大專院校教授、永豐投信董事長蕭子昂、行政院副秘書長宋餘俠、 食品資深經理陳松光、懷特生技新藥董事長范育俊、總經理鄭建新、國聯創投總經理孫慶鋒、東元電機董事長邱純枝、金屬中心執行長林秋豐、精鐳光電董事長陳天青等百位在各行各業校友代表。  艾和昌說，台灣密西根大學校友在產官學研的表現極為活耀倍受矚目。且校友積極扶助經濟弱勢學弟妹，2012年已成立「台灣校友會獎學金—UMAA Scholarship」，每年提供兩萬美元協助優秀台灣學生赴美留學。此次年會並舉辦義賣活動，讓與會校友以奉獻精神幫助更多在母校求學的優秀台灣留學生能安心升學，且將母校優良的教育環境永久傳承下去。（李福忠）   ,2017/04/07
1201 味全,油品案昨（27）日智慧財產法院依照詐欺取財等罪，判前 、頂新製油董事長魏應充有期徒刑二年定讞， 售油的不法所得3 292萬元全數沒入，這是魏應充在相關油品案件中，第一個判決定讞的案件。  針對法院認定有罪的部分，魏應充以平常心面對，會與律師研擬後續的策略。律師表示，將研議聲請再審或非常上訴。   表示，司法判決還給 公司清白。至於產品包裝標示部分，尊重二審判決結果，因本案相關損失及沒收所得等損失均已在財報估列，對財務、業務無重大影響，營運一切正常。   在2013年因委託頂新製油代工生產旗下油品，頂新製油向大統長基採購原物料，買進摻有銅葉綠素的劣油製成調合油，經檢方提告，去年台北地方法院一審判魏應充四年徒刑，罰款 1 550萬元，魏應充與 提起上訴，昨天由智慧財產法院宣判定讞。   油品案中有純油與調合油兩個事件，在純油部分，是 純橄欖油誤用大統長基攙有其他油脂與銅葉綠素，二審認定被告無積極證據足以證明有事前知道或預見原料油可能遭摻混的可能，因此判決無罪。  魏應充被判刑的部分是調合油，二審認為調合油中以棕櫚油為主要，在魏應充指示下調整配方，以棕櫚油取代黃豆油，且提高棕櫚油成分比重，卻在包裝標示上使消費者陷於錯誤而購買，因此被判有罪。   ,2017/04/28
1201 味全,大陸冰品市場近年非常活躍，主流價格區間已從人民幣2元（新台幣10元）躍升至4元（新台幣20元）。業內人士指出，從廠家投入、消費者購買年齡層來看，00後（西元2000年以後出生）成為冰淇淋的主流消費群體，也是冰淇淋企業重點布局的市場。  北京晨報報導，雀巢大中華區食品及飲料部冰淇淋業務副總裁李漢基指出，大陸的冰淇淋行業正隨著消費習慣的變化，出現高階化的新趨勢。  今年夏天，雀巢在大陸市場一口氣推出四個系列八種口 新的冰淇淋新品，值得注意的是，這次雀巢新品定價均比之前上漲了人民幣0.5元至2元。  以定價8元（新台幣40元）的雀巢「8次方」為例，較原產品的人民幣6元（新台幣30元）高出30%多。  洞察消費升級先機的不止有雀巢。伊利、蒙牛、哈根達斯、八喜等品牌，都先後發布中高階產品，以及針對年輕消費者的創意產品。中國食品商務研究院研究員朱丹蓬指出，價格上漲趨勢從2014年開始，2015年、2016年更加明顯，目前的主流價格區間是人民幣4元（新台幣20元），「主要00後（意指16歲以下）新生代消費群體將成為消費的主流人群。   ,2016/08/17
1201 味全,（1201）執行長蘇守斌昨（14）日表示，將持續推動食品安全，重拾消費者信心，除了去年推產品溯源透明鮮乳、今年8月高雄廠通過國際SQF食安品質，年底四廠將全數通過。   受抵制購買影響最深的林鳳營鮮乳，第4季產乳高峰進入市場淡季，但從全年銷售情況來看，林鳳營市占提升幅度有限。   受全台滅頂拒買行動重傷業績， 今年9月營收16.72億元，年減7.45%；累計前九個月營收約133億，年減17.87%，依然呈現衰退狀態。   董事長陳永清日前曾表示，今年要能損益兩平仍有困難；不過蘇守斌昨日出席「 新品開發擂台」時表示，將持續推動食安驗證，希望能建立消費者信任。  為挽救業績， 積極與各通路配合促銷，買一送一期間銷量回升，但促銷停止後，業績又向下走，林鳳營鮮乳受抵制購買影響最深。   ,2016/10/15
1201 味全,市調機構IHS昨（24）日表示，南韓三星顯示（SD）將在今年底關閉一座七代線工廠，意 球40吋電視面板在2017年的供給量，將大幅縮減1 000萬到1 200萬片，導致40吋面板可能持續吃緊。  受到中國面板廠的競爭威脅，其他面板廠商透過加速工廠重組進程（包含關閉一些電視面板生產線）、或者重新分配產能用於車載顯示器、智慧手機和資訊產品應用的AMOLED面板資源，以賺取更多利潤。也因此導致電視面板產能供給受到影響。  由於SD降低40吋面板供給量，群創將成為40吋面板的領先供應商。  隨著鴻海完成收購夏普，群創可能利用夏普的十代線作為有效的資源，用以增加其電視面板供應量，與爭取更多的客戶訂單機會。  在此同時，群創也將大陸中電熊貓作為技術與產能交流的合作對象，以擴大產能。如此一來，群創在與其電視客戶交流時，具備了更強的供應鏈談判籌碼與議價能力。  群創計劃利用夏普的十代線工廠，取得更多的45吋電視面板產能。  群創希望利用45吋面板與43吋面板競爭，搶得更多客戶。因為群創將成為40吋面板主要供應商，基於對40吋面板供應鏈吃緊的難題，可能持續的擔心，從群創採購40吋面板的電視廠商，考慮採購45吋面板。   ,2016/08/25
1201 味全,（1201）林鳳營鮮乳市占重返市場第二，根據最新市調資料，林鳳營鮮乳上半年市占率達24.6%，較去年同期增加2.9個百分點，擠下位居第二的光泉，不過與光泉的差距相當近，僅有0.2個百分點。   昨（7）日宣布高雄廠全面通過國際SQF食品安全品質（Safe Quality Food）Level 3最高等級驗證，該廠生產的林鳳營鮮乳、布丁與貝納頌咖啡未來都可貼上SQF認證標章，林鳳營也是亞洲首個取得SQF Level 3驗證標章的鮮乳。 昨日收盤價18.85元、下跌0.25元。  SQF認證是目前國際上公認最嚴謹也全面的食安管李驗證系統，在美國超過75%的大型零售業者、通路與餐廳都選擇與取得SQF認證的供應商合作，包括麥當勞、沃爾瑪、好市多等， 透過取得SQF認證，希望成為擴大零售通路的敲門磚。   ,2016/09/08
1201 味全,（1201）啟動瘦身計畫，近期針對旗下員工提出優退與退職方案，希望能達到縮減6%人力的目標。 指出，從去年起結束各項非本業的轉投資事業就展開人力盤點，近期則有優退方案，希望儘可能照顧員工。   旗下員工人數近2 000人，若按照縮減人力6%計算，估計約有百人會在這波優離優退計畫中失業， 面對抵制購買導致業績下滑後，以縮減人力規模，達到開源節流目的。 昨（28）日股價以17.9元平盤作收。   指出，自2015年起，進行一連串的企業再造工程，包括持續性的食安工作推動、內部流程簡化、聚焦食品本業之外，也進行組織架構的調整再造，期望塑造新的 。  根據 年報資料，捲入食安風暴前，2013年 與旗下個轉投資子公司的員工人數逾6 300人；到今年4月底員工人數3 700多人。  今年啟動組織再造計畫，聚焦組織扁平化與資訊化兩大方向，在年底前提出優離優退方案，希望能精減6%人力，讓組織更為精實。   精簡人力，主要來自虧損情況未見有效改善，上半年獲利虧損幅度縮小並非來自本業營運改善，而是仰賴出售事業挹注，目前 手上除了三重新燕土地尚待出售外，重要資產幾乎已經處分得差不多，無法再靠出售事業填補虧損大洞。  法人估， 今年前九月營收為133億元、年減17.87%，第4季進入飲料食品業淡季，預期今年全年營收可能較去年減少近二成，約180億元，全年虧損則因出售多項事業挹注，較去年虧損19.13億元規模縮小，估全年虧損約在10億元。   ,2016/10/29
1201 味全,（1201）上半年林鳳營鮮乳市占重返市場第二，市占達24.6%，年增2.9個百分點，擠下位居第二的光泉，與第三名的光泉的差距相當近，僅有0.2個百分點。主要是找回主力商業客戶，零售稍有起色， 仍努力維持每日收乳量，確保在國內鮮奶市場地位。  國內鮮乳市場前三大分別為統一、光泉與 ，在2014年油安風暴之前，林鳳營長期穩居國內龍頭地位，市占率約35%；統一居次，市占約30%；第三名則是光泉，市占約24%。  在油安風暴引發長期拒買滅頂拒買行動後，林鳳營鮮乳市占接近腰斬，最差時低逾兩成以下，統一取而代之成為市場第一，光泉則居第二，這個排名從2014年第4季開始延續到今年初。   在持續推動食安升級與配合通路促銷加碼，加上商業通客戶逐步回流，使得林鳳營鮮乳在國內市占逐步提升，今年上半年市占已悄悄超越光泉，拿回市場第二，目前統一市占為33.3%， 市占24.6%，光泉市占24.4%。  通路業者觀察， 主力產品林鳳營鮮乳銷售量只有在促銷期有改善，一但停止促銷，銷售量仍顯得冷清，其他產品表現也不是很好。   ,2016/10/29
1201 味全,崧嘉實業創新研製切削屑自動擠壓機，具省時、省地、省工優點，切削屑脫油速度快、清屑時間短，切削油回收率逾95%以上，切削屑下料擠壓成型整齊，方便堆疊存放，適合鐵、鋼、銅、鋁、鑄鐵及各式金屬切削屑擠壓成型，大幅改善作業環境、提升作業效率。  崧嘉公司為CNC自動車床刀座及動力刀座領導廠商家，獲全球知名CNC車床廠指定合作，董事長吳昌鎮更以使用者角度與需求，創新研製切削屑自動擠壓機及工具櫃，提供改善作業環境，發揮場地空間最大效益，進而提升作業效率。  吳昌鎮從事車床刀座研發製造多年，對於歐美日等先進國家工廠整齊潔淨、高效率的工作環境印象深刻，相對歐美日等國製品具高精度、高效率、高附加價值，不外乎建立在技術、品質與效率。  因而，全球產業複合加工已成勢趨，配備車銑刀具的數量增加，業者最常使用的刀具、工具、治具及相關組裝廠的配件整理、收納應用，及後端的加工後下料、殘料與切削油回收，加工場域條件效率化規畫更攸關獲利，也是台灣車床加工業者應急待提升的問題。  吳昌鎮說，崧嘉實業以車床關鍵零組件與周邊設備為核心，從研製車床刀座及動力刀座；並針對車床加工業者規畫設計各式工具櫃，方便收納、使用、卸取、防汙、防塵及管理；再進一步研製切削屑自動擠壓機，提供車床加工業者更優的加工流程協助。  值得一提，吳昌鎮年輕時熱愛棒球運動，經營事業有成亦不忘回饋社會，與在前職棒 龍隊效力，近年轉任花蓮玉里高中棒球隊教練的蕭良吉是麻吉兼好友，吳昌鎮長期資助該校棒球隊員球衣、運動外套，及協助球隊比賽時的食宿與交通等，2016中信盃黑豹旗競賽，玉里高中棒球隊在來自全國190個隊伍中更挺進前16強。  崧嘉公司電話（04）2239-6896。   ,2016/11/23
1201 味全,（1201）旗下指標產品林鳳營鮮乳重振旗鼓，打出使用林鳳營牧場單一乳源的「林鳳營專業牧場鮮乳」，並在全台全聯福利中心搶先上市，希望能藉此拿回失去的乳品龍頭地位。   執行長蘇守斌表示，林鳳營牧場由專業團隊悉心照料，生產出來的生乳品質佳，並取得國家核發的TAP標章，瞄準國內單一牧場鮮乳市場需求，此推出林鳳營牧場業牧場鮮乳。 昨（7）日收盤價18.15元、平盤作收。   是國內鮮乳業者中唯一擁有自有牧場，首次推出百分之百使用林鳳營牧場單一乳源的鮮乳」，已拿到國家核發的TAP產銷履歷農產品標章，清楚記錄從牧場到餐桌的鮮乳產製過程，再打食安牌。  乳品市場對 來說是必須全力爭取的最重要核心本業，11月推出全新品牌「My Yogurt優活時刻」，訴求引進歐洲大廠的專業菌種製造之後，又再重新包裝林鳳營品牌，推出新品搶市，積極擴大國內乳品市占率的企圖心相當明顯。  林鳳營牧場位於台南市六甲區，是國內最大的乳牛牧場，牧場內擁有約4 000頭乳牛，國內目前乳牛數量約11萬頭，光是林鳳營牧場就占逾二成，從生乳源頭產量來看， 在國內乳品市場仍占有相當地位，目前收購量坐三望二。   指出，林鳳營牧場可飼養乳牛數量最多可達7 000頭，以專業科技牧場飼養管理技術，導入物聯網技術管理牛隻健康，今年9月更獲得TAP產銷履歷農產品標章，重塑品牌形象。   ,2016/12/08
1201 味全,（1201）再攻乳品市場，昨（18）日宣布推出全新品牌「My Yogurt優活時刻」，訴求引進歐洲大廠的專業菌種製造，林鳳營乳品、優酪乳受到抵制拒買業績難回，推出新品牌企圖重返乳品市場龍頭地位。   指出，新品牌優酪乳訴求不添加膠體、香料及色素，以乳酸菌發酵技術確保乳酸菌穩定度，讓每100毫升的有300億個活性乳酸菌，將積極推動新品牌在主要量販、超市與超商上架銷售。 昨日收盤價17.95元、上漲0.25元。   第3季虧損大幅縮小，稅後虧損1 675.4萬元，到今年第3季為止， 已經連續九個季度繳出獲利虧損成績單，零售依然受到抵制購買影響，不過商業客戶逐步回流，對營運表現多有助益。   指出，虧損減少主要是之前陸續整理非核心轉投資事業後產生的效益，加上持續針對內部營運採精簡策略，降低不必要的費用，使得整體虧損減少，未來將主要營運重心放在乳品、冷藏與調味料等核心食品事業。   在乳品市場已經失去大半江山，但仍積極維持收乳量，至少能穩住目前在市場第三的地位。  林鳳營牧場目前擁有4 000頭乳牛，在2014年食安事件之後，每日收乳量下降為250至260公噸，相較過去每日收乳量約在330公噸，減少約25%。   指出， 在乳品市場發展逾60年，對這塊招牌不會輕易放棄，未來將會增加泌乳牛，提升每日收乳量，林鳳營牧場可容納牛隻約7 000頭，未來還有很大空間。   ,2016/11/19
1201 味全,全聯福利中心出新招，昨（8）日宣布與日本H2O食品集團的阪急BAKERY合作，取得獨家授權的急凍二次發酵技術及冷凍麵糰，預計明年現烤麵包門市可達30店，帶動烘焙麵包業績倍數成長。  全聯指出，初期擴張速度不求快，若銷售反應好，會加快將日本平價麵包擴展至更多賣場，預計2018年突破百店。隨著店數擴充，將與阪急BAKERY在台設廠。  據統計，全台烘焙麵包店數量逾1萬家，市場規模約800億元，近五年中高單價歐式麵包崛起，帶動麵包平均售價提升，整體市場每年以二至三成速度擴大。  全聯引進日本100日圓平價麵包技術，49款麵包以均一價新台幣25元銷售，以目前匯率換算，比日本便宜，口味涵蓋百貨公司等級的明太子，到市井麵包店香蔥麵包，跨出超市，單挑國內烘焙市場。  全聯總裁徐重仁說，引進日本高品質技術，但以平價供應，對國內麵包店不會產生影響，有助整體產業技術、品質提升。過去7-ELEVEN推出40元平價國民便當後，就有便當店推出「現炒國民便當」，業更會努力推出平價優質的餐盒。  目前全聯有27家自營現烤麵包門市，加上機製包裝麵包，整體業績占營收約2%、近20億元，規模已是一個小型連鎖麵包店的營業額，到年底將有三家店引進日本技術的現烤麵包，明年擴增至30店，將可帶動單店麵包業績倍數成長。  今年初全聯併購 旗下松青超市，經過整理後，有50多家門市掛上全聯招牌營運，全聯今年淨增店數逾百家，也是近年來最多。目前全台880家店，明年挑戰1 000店。  徐重仁說，2017年達成1 000店是預定目標，但不會為衝刺店數而隨便開店，營運體質更重要，引進日本技術的麵包產品，就是為提升單店品質。  全聯今年全年預定營收目標為1 000億元，藉著強化生鮮體質、部分門市改裝與位移、新展店挹注，預期應可順利達陣。   ,2016/12/09
1201 味全,望東長江公路大橋30日建成通車，是目前世界上最大跨度的疊合梁斜拉橋，大橋建成意 長2 000多公里的濟廣公路在境內全線貫通。   ,2016/12/31
1201 味全,台灣康師傅昨（2）日決議清算後解散，由康師傅控股、台灣康師傅董事劉國維擔任清算人，結束台灣康師傅營運。康師傅控股發言人賈先德說，康師傅退出台灣市場後，台灣康師傅這家公司已沒有實際營運，因此董事會通過決議解散。  台灣康師傅是大陸康師傅控股在台的子公司，2002年大陸康師傅鮭魚返鄉，回台設泡麵廠，強攻國內泡麵市場，因此設立台灣康師傅公司；在2014年爆發油安風暴後，康師傅的產品就退出台灣市場，生產、銷售也全部終止，這次結束台灣子公司，代表康師傅與台灣市場正式說掰掰。  大陸康師傅控股、台灣康師傅、 都屬頂新集團旗下，2014年頂新捲入劣油案後，全台發起抵制購買，大陸康師傅當時為了確保火線不要燒到對岸，主動發出聲明，切割大陸與台灣康師傅，中止授權台灣 生產泡麵，並自此退出台灣市場。  康師傅自2002年起授權 在台製造、銷售康師傅泡麵，陸續推出18項泡麵產品，所有配方都來自大陸康師傅，當年以低價策略搶攻台灣市場，惟口味並未融入台灣市場，加上台灣早已不是追求低價產品的市場型態，始終難以伸展。  康師傅泡麵在台市占率僅3、4%，年銷售額約5億元，雖排在國內泡麵市場第五名，但與統一市占率約45%差距甚大；相對大陸康師傅泡麵一年營業額逾1 300億元，台灣康師傅泡麵在整個頂新集團裡營收占比極小。   替康師傅代工的泡麵生產線，也從2014年10月中旬停工，在固守自營的乳品、醬油等核心食品本業策略下，未來也沒有重新進入國內泡麵市場計畫，康師傅的泡麵在台灣已成絕響。  大陸康師傅目前經營相對過去辛苦，去（2016）年前三季營收69.13億美元、年減9.4%；稅後純益2.13億美元、年減37.8%。   ,2017/01/03
1201 味全,飲料旺季報到，統一、黑松、 等飲料業者自3月以來出貨逐月成長，今年4月高溫提前來到，整體4月出貨量較去年同期成長，預期未來氣溫將會更高，飲料營運續旺。  氣候轉趨炎熱，4月飲料業績較去年同期已成長兩成，旺季較往年提前報到。進入5月後，連北部也都維持30度以上高溫，茶飲料、碳酸飲料、包裝水與運動飲料、冷藏果汁等是目前國內飲料市場主力。  國內碳酸飲料大廠黑松今年在飲料市場卯足全力，自有品牌的碳酸飲料、茶飲料、運動飲料均加碼行銷，且有代工立頓茶飲祝攻，今年飲料貢獻度可望加深。黑松指出，第2季通路訂貨情況頗佳，其中運動飲料銷售成長動能最佳，對今年飲料事業營運看法樂觀。  統一自4月起針對各項飲料、冷藏乳品、果汁等展開全面性行銷活動，茶飲料主力品牌純喫茶今年也推出檸檬綠茶新口味，麥香紅茶則瞄準學生族群推出「加油好嗎」、「要堅強」等新包裝，以刺激購買。因應夏季飲料旺季，統一陸續與各通路合作針對不同產品推出促銷，對提振買氣都有正面作用。   針對主力品牌每日C果汁、貝納頌咖啡、大醇豆豆漿等冷藏飲料，今年也規劃密集行銷活動。 指出，果汁、咖啡、鮮乳、豆漿等各項冷藏飲料全年度行銷活動滿檔，並積極與消費者溝通食品安全，提升全產品線都有QR Code可做溯源管理，希望藉此提升消費者信心。   ,2016/05/02
1201 味全,夏季逐漸逼近，全球均溫快速攀升，引領「夏季概念股」提前成為近期台股市場焦點。觀察近五個交易日，宏全、統一、統一實、 等相關概念股，均獲三大法人的買單進駐。  法人對十大「夏季概念股」的買賣動態，近五個交易日以來，以加碼宏全1 870張居冠，買超統一1 828張、統一實870張，名列第二與第三；另外， 、東元也獲張數不等的法人買單進駐。  進一步分析十大「夏季概念股」的股價表現，受到大盤回檔修正影響，呈現「跌多於漲」的景況，其中僅宏全、東元等兩檔個股，單周股價呈現上漲。  宏全第2季傳統旺季來臨，4月在手訂單超過3月，外加印尼的泗水廠和緬甸新廠的新產能加入，中國大陸區的大客戶有一些簽有全年保證量，也開始積極出貨，法人樂觀看待宏全第2季營運表現，推估營收季成長將上看10%至15%左右。  法人表示，宏全今年度營收有機會上看180億元左右，每股稅後純益（EPS）將有機會挑戰4.5元至4.7元。  統一日前已與統一中控、統一實舉行聯合法說，由集團董事長羅智先親自上陣，未來在中國大陸、東南亞均將加快布局，中國大陸的資本支出將由過去的擴廠改變成聚焦到商品的升級，此外，加大力度前進東南亞，期望與兩岸鼎足而立。  統一業績表現優異，主要成長動能除了本業外，統一超轉投資的康是美、統一星巴克、菲律賓7-ELEVEN均有挹注。   ,2016/05/02
1201 味全,為進一步深化桂臺經貿交流合作，外貿協會與中國大陸廣西壯族自治區人民政府日前在台北世貿展覽一館共同舉辦「2016桂臺產業合作對接暨臺灣名品採購洽談會」，並由外貿協會董事長梁國新、秘書長黃文榮、副秘書長王熙蒙及廣西自治區部長喻雲林、主任劉侃及中國機電商會主任李榮民共同見證桂臺雙方簽署6項經貿合作備忘錄。  外貿協會為助我商爭取桂臺合作商機，自2011年以來連年邀請廣西自治區政府來臺交流及採購，廣西方此行第6度來臺，更帶領10家廣西重要大型通路商，與臺灣業者進行一對一採購洽談，活動反應熱烈，共有50家廠商參與與廣西買主洽談80場次，促成逾5 263萬美元商機。廣西為通往東盟的重要門戶，據官方統計2015年1-10月桂臺進出口貿易總額約12億美元，成長一倍且連年穩定增長。  貿協董事長梁國新表示，貿協與廣西交情深厚，雙方互動頻繁，除了每年以不同主題合作辦理商機論壇及採購洽談會，更在2012及2015年兩度合作辦理「廣西（南寧）台灣名品博覽會」，積極地促成桂臺經貿合作。廣西自治區部長喻雲林也回應，由貿協主辦的廣西（南寧）台灣名品博覽會，特別深受廣西居民及企業的喜愛，希望明年度雙方再度相聚南寧，合作推動經貿交流與發展。  此次來台的重要買主團包括年營業額達4.7億美元的廣西南寧百貨，和年營業額近2億美元的廣西聯華超市，並有大型農特產龍頭企業，如：廣西壯鄉河谷農業科技、廣西桂人堂金花茶產業集團及桂林市日頭火飲業等，採購項目包括食品及農特產、食品加工機械、美妝品、嬰幼兒用品、自行車零配件、農具、小家電等。  廣西壯鄉河谷農業科技陳迪山董事長表示，相較於廣西，台灣農產品品質優良且商品化，台商以消費者為導向的行銷策略值得學習，此行來台洽覓多家優質農產製品及食品加工供應商，雙方合作機會高；專營酵素製藥的桂人堂金花茶產業集團總經理王婷指出，臺台灣及日本酵素產業發展較早且市場成熟，中國大陸尚於起步當中，桂臺合作可創造商機無窮。另一方面 、金蘭、船井生醫、弘陽食品及許多優質我商也踴躍出席本次洽談會，希藉此拓展中國大陸市場。（徐谷楨）   ,2016/05/01
1201 味全,世界各國發泡錠都是冷的喝，因為低溫讓維他命氧化緩慢，更能被有效吸收，所以發泡錠必須冷酷到底。  不過，台灣研發出中藥發泡錠，根據中醫養生，強調要熱熱喝才能溫經、通絡。  中藥發泡錠最大的生醫技術突破，就是將古漢方，運用西藥製錠，創新配方，來改變飲用習慣。這是台灣技術獨步，研發出全球第一支中藥發泡錠。  健喬信元醫藥生技與台灣成立了40年的老牌藥廠優良化學製藥，強強合作，共同開發了中藥發泡錠技術。  針對中藥材萃取濃縮，結合西藥製錠微包覆技術，讓古老的漢方有了新生命。  優良化學製藥消費性事業處處長楊聯忠指出，中醫養生通常不建議喝冰冷的飲料，因為會加重體內濕氣，尤其「脾為生痰之源，肺為貯痰之器」，長期喝冷水導致寒濕相結合，抑損脾、肺，使身體代謝循環機能下降。  尤其中草藥口服湯劑的溫度更是講究，建議要溫熱服用。他表示，中藥湯劑宜溫服，溫服和胃益脾，能減輕刺激。所以，中藥發泡錠也主張以溫開水送服。  楊聯忠指出，發泡錠的技術同樣運用酸鹼中和原理，產生的氣泡使成分瞬間溶解，讓藥效易於穿透吸收。  相較全球知名藥廠上市的B群、鈣、鋅和維他命C的發泡錠，因為中藥發泡錠強調溫熱的喝，熱水能加速溶解，所以加水不到30秒，不用攪拌就能達到完全溶解，而維他命發泡錠，仍需要等待2至3分鐘慢慢溶化。  這個關鍵迎合了年輕人的需求，「不用等」，而且不用瓶瓶罐罐，更不用細熬慢煮。  讓年輕人比較容易接受漢方中藥的養生保健概念。  根據東方線上（E-ICP）對消費者進行營養品發泡錠購買調查，除了有健康食品認證，發泡錠因為氣泡有暫時麻痺味蕾的效果，能減少藥物苦味。  因此中藥發泡錠「沒有濃濃中藥味」是消費者比較能接受的主要因素 。  由於一枚5克的發泡錠，含有效成份多達2克，楊聯忠指出，發泡錠的有效萃取技術非常適合開發中藥複方。  目前針對女性族群研發的四物發泡錠已經問市，接下來鎖定男性的四君、以及適合全家保健的八珍、十全等的中藥發泡錠，預計今年冬天會在台灣推出。  楊聯忠說，中藥發泡錠是台灣獨家研發的技術，打破發泡錠問世以來當汽水冰涼喝的概念。  熱熱喝的中藥發泡錠，30秒就能快速溶於水，方便又經濟，因此也引起港澳地區業者的注意，預計會先出口到香港市場、轉進大陸，再逐步拓展全亞洲市場。  中藥發泡錠  技術原理：  中藥材萃取濃縮有效成分，進行微包覆技術製錠，而發泡錠運用酸鹼中和原理，產生氣泡使成分瞬間溶解，讓藥效易於穿透吸收  特色：  不同於維他命發泡錠要低溫冷飲，中藥發泡錠強調要溫熱，達到溫經通絡  技術突破：  加水不到30秒，不用攪拌就能達到完全溶解  而維他命發泡錠，仍需要等待2至3分鐘慢慢溶化  成本效益：  發泡錠每顆定價25元，較瓶裝50元、粉劑30元親民  普及面：  鎖定中藥複方，目前四物發泡錠已經問市，接下來四君、八珍、十全等中藥發泡錠，預計今年冬天推出  資料來源：採訪整理 戴瑞芬╱製表  楊聯忠小檔案  年齡：46歲  現職：優良化學製藥消費性事業處處長  學歷：  東海大學食品科學系  政治大學企研所  經歷：  中化裕民產品研發群經理   生技資深行銷經理  資料來源：採訪整理 戴瑞芬╱製表   ,2016/05/07
1201 味全,美國國家海洋暨大氣總署（NOAA）製作的3月均溫全球地圖，今年3月全球均溫達到13.92度，不僅連續11個月創新高，也打破了137年來的紀錄。由於預期未來幾個月氣溫還將持續飆高，引動「夏季概念股」提前成為近期市場焦點。  英國氣象局長期預測單位表示，全球均溫升高已成為趨勢，接下來幾個月，很可能再創均溫新高；美國航空暨太空總署（NASA）則預測，今年將會特別溫暖，氣溫可能又會刷新紀錄，使得氣溫更高、降雨偏少等現象將成為明顯特徵。  隨今年夏天的腳步提前到來，加上各國際知名氣象預測機構紛紛估計今年高溫還將再次改寫新猷，使得近期台股市場中，相關夏季概念股，如 、統一、黑松、東元、聲寶、瑞智、南僑、統一超、統一實、宏全等股價有機會提前反應，可留意飲料、冷氣機等族群。  統一日前公布2015年獲利，稅後淨利創歷史新高、達141億元，年增 26.8%，每股純益2.48元。統一集團在台灣穩坐速食麵、瓶裝水等龍頭，旗下重要轉投資統一超依舊是國內通路龍頭，另外，統一中控去年的獲利表現最為突出，年增率大幅成長1.9倍，挹注統一集團營運表現。  根據統計，台灣去年的飲料市場商機約555億元，茶品占比超過四成，超過220億元，尤其健康養生氣氛抬頭，茶飲銷售有增無減，業者也往往在夏季旺季來臨前推出新品，搶攻夏季業績。  瑞智是全球壓縮機第四大廠，其經營管理階層表示，4月壓縮機訂單已滿載，訂單量超過產能10%至15%。法人表示，進入夏季原本就是空調壓縮機傳統旺季，今年在炎夏效應加持下，業績更富想像空間，估計今年壓縮機出貨可達1 500萬台新高，年增一成。  宏全第2季進入傳統旺季，加上氣溫升高、東南亞新廠產能開出、新產品陸續放量，法人估計，宏全接單與出貨表現值得期待。此外，宏全新開發具防偽、贈獎、資訊查詢等功能的QR Code瓶蓋，取得兩岸10年技術專利。   ,2016/05/02
